,Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
201529,Guyana,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,5.0167,4.9305,4.6809,5.0956,5.1834,5.6912,5.2432,5.6459,5.2779,4.7449,4.9404,4.8758,4.7062,4.3053,4.5839,4.3363,4.2961,4.2226,4.2546,3.9974,3.7606,3.9507,3.9978,4.1828,4.4484,4.8233,4.8716,5.0583,4.9493,5.0279,4.7023,4.6645,4.4928,4.7141,4.623,4.3536,4.1411,4.4675,4.5596,4.6412,4.8667,4.9901,5.2061,5.3383,5.6072,5.691,5.7485,5.9077,5.9666,6.2931,7.3657,7.358,8.2852,8.191,
201531,Guyana,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139.678126,-139.781926,-140.02062600000002,-139.865326,-140.022426,-140.358826,-140.637326,-140.377926,-140.35182600000002,-140.336226,-140.17772599999998,-140.12032599999998,-133.689862,-135.23174699999998,-134.94941699999998,-138.279155,-139.144655,-139.06936,-135.432979,-131.82015099999998,-132.437924,-135.167522,-134.240322,,
203045,Haiti,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,6.2127,6.3474,6.4454,6.4164,6.4007,6.378,6.6282,6.7346,6.9608,7.0369,7.0936,7.0455,7.2438,7.401,7.4649,7.4269,7.3204,7.3029,7.3291,7.2755,7.3255,7.5244,7.9164,7.6393,7.1878,7.9939,8.2745,8.7878,8.9797,9.1637,9.6531,9.7654,10.079,10.1513,10.0926,10.2823,10.437,10.9638,11.074,11.2367,11.8952,12.4446,12.4443,12.7111,13.0189,13.3605,13.6585,13.6803,13.9326,13.793,13.5011,13.4188,13.5126,13.657,
203047,Haiti,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80125,10.91355,11.22715,11.29945,11.240749999999998,11.43045,11.58515,12.11195,12.22215,12.38485,13.04335,13.59275,13.59245,13.85925,14.16705,14.50865,14.80665,14.82845,15.08075,14.94115,14.64925,14.56695,14.66075,,
204561,Honduras,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,5.8014,5.885,6.0162,6.1858,6.4223,6.6459,6.7836,7.0403,7.1142,7.3037,7.5148,7.5329,7.5638,8.6291,8.9933,8.7628,8.7408,8.9424,9.0232,9.2121,9.124,9.2245,9.555,9.3154,10.1748,10.574,10.9156,11.047,11.5584,11.0103,11.4431,12.541,13.766,15.316,16.4144,15.5561,16.7089,17.9757,18.2703,18.2783,18.3428,19.5951,20.265,20.2113,20.6309,21.4024,21.4224,20.2533,20.1252,21.4921,20.3316,21.4947,22.1065,22.9201,
204563,Honduras,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8201,2.918000000000001,4.143000000000001,5.693000000000001,6.791400000000001,5.933100000000001,7.0419,10.9827,11.1253,11.0093,11.0558,12.3981,13.082,12.6523,13.1429,13.9664,13.9864,12.8173,12.6892,14.0561,12.895600000000002,14.058700000000002,14.6705,,
207593,Hungary,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,91.0881,93.3708,95.1568,100.3955,103.2529,105.2774,109.4717,114.3401,123.374,122.2323,121.1233,120.1511,120.716,116.8169,118.3814,117.414,114.7278,116.0156,110.6735,107.3493,96.7497,90.4358,80.0392,80.8409,80.4805,79.6535,82.0767,80.5822,79.9523,80.4713,77.4893,79.2151,77.3999,80.0821,79.0843,79.6977,78.8276,76.1657,73.6881,67.2403,67.689,66.965,63.1968,60.5515,60.6427,63.4083,64.0744,67.2143,67.2055,67.224,65.8413,67.1101,64.2695,60.9268,
207595,Hungary,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31726874629408,76.38641334890524,75.2730781218962,75.58711192533032,75.56606107357835,73.62943759954159,74.72702071549405,71.71419938027097,67.5741927046866,62.56295919235394,62.81676936554129,62.718640787712495,58.33955736512969,56.433820599639496,55.48430126954824,57.66109405780588,59.47303326401315,61.79102903922888,62.35305558811536,61.783822580548005,58.68940967989087,59.86943723819749,57.02883723819748,,
209109,Iceland,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,3.2142,3.3539,3.66,4.3565,4.2851,4.021,4.1163,4.266,4.3929,4.4402,4.2261,4.1531,3.8498,3.9066,4.198,4.0089,4.058,4.1953,4.3112,4.4199,4.4119,4.3797,3.2889,3.4087,3.5421,3.3618,3.6603,3.5938,3.7469,3.805,3.912,4.0215,4.2148,4.1865,4.271,4.2402,4.3947,4.725,5.0323,5.0374,4.9722,4.8353,4.8292,4.8699,4.6175,4.8322,4.3791,4.5686,4.5661,4.4023,4.1989,4.3588,4.3711,4.1719,
209111,Iceland,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6867126605428,9.81294416745287,10.02950859577511,10.00441709275294,10.09423981150003,10.06947112192006,10.28516814465402,10.5401290519046,10.89694203072756,10.89424286851205,10.79433623441764,10.63256292060653,10.62223069696386,10.65137340264424,10.38050569611379,10.57358172505305,10.09362914989138,10.245022785510267,10.21814996838246,10.05784364966264,9.86505351853534,10.00092504891155,10.01322504891155,,
210625,India,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,792.8114,796.8096,807.2494,814.6337,836.0146,866.6253,889.0595,907.6988,911.0359,938.4552,962.245,1010.6463,1033.2169,1081.5372,1134.0348,1162.6862,1223.9678,1256.4228,1323.8128,1379.9933,1383.0638,1439.7757,1470.6196,1501.7119,1554.5608,1616.6091,1662.7698,1717.4416,1746.4988,1813.9303,1845.4522,1869.3096,1896.9395,1947.2794,2049.4915,2120.8929,2225.1032,2368.3281,2480.1385,2628.2716,2747.6178,2874.4818,3056.2127,3095.9141,3270.3702,3302.4876,3355.6479,3498.4021,3661.8658,3642.4104,3433.619,3679.8618,3897.209,4133.5544,
210627,India,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.8852,1653.2481714285711,1687.383642857143,1744.2291142857148,1852.946785714286,1930.853757142857,2041.569628571429,2191.3001000000004,2277.942500000001,2400.9076,2495.0858,2663.5688,2691.9907000000003,2731.3451,2969.1782,3006.3946,3047.8289,3186.6231,3224.8658,3156.9394,2948.148,3194.3908,3411.738,,
212141,Indonesia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,206.3326,208.9691,215.2971,230.6366,237.2711,236.9678,244.6747,269.7543,287.2172,292.5274,296.2631,305.8666,296.2178,303.8212,316.3966,323.5419,339.5632,340.738,352.4482,364.1136,397.0988,415.9158,435.4158,452.5846,469.8539,500.4093,524.0491,547.1734,545.828,558.101,562.8933,586.9054,595.4705,626.4428,640.7913,649.4993,683.9852,709.1209,712.7128,744.3072,781.9903,880.6235,899.9944,864.853,907.2836,907.3153,902.7714,957.3731,1055.339,1108.7777,1050.3392,1077.0778,1152.726,1200.1998,
212143,Indonesia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.2533,539.3634,769.4525,601.6998,991.0353,1049.6713,1829.2552,1009.1139,941.5828,1351.5122,942.2023,1138.7175,1546.7184000000002,1368.187,1769.3546,2472.8943,1410.4234,1445.8901,1778.849,2033.6297,1975.1912,2001.9298,2077.578,,
213657,"Iran, Islamic Rep.",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,220.7108,226.3005,249.4494,289.4212,301.5905,288.0054,320.9409,322.6897,309.2918,250.6194,189.3857,185.0036,231.384,255.6768,248.5399,262.532,247.4857,264.0787,265.8639,295.5658,332.7157,377.4421,401.4534,399.8536,438.8422,439.543,457.8535,471.3818,456.5248,482.3917,512.1024,517.6206,533.9577,580.9879,608.6246,651.4453,698.0023,721.9705,737.4183,758.1893,768.0618,776.7285,766.8461,786.8954,806.4179,801.4023,847.1147,875.3994,865.5339,876.7144,889.2859,931.63,960.4943,996.7527,
213659,"Iran, Islamic Rep.",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.631,539.1492,555.4863,602.5165,630.1532,672.9739,719.5309,743.4991,758.9469,779.7179,789.5903999999999,798.2571,788.3747,808.424,827.9465,822.9309,868.6433,896.928,887.0625,898.2429999999999,910.8145,953.1586,982.0229,,
215173,Iraq,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,103.8434,108.2101,98.6843,123.7093,123.506,140.0303,156.4553,149.9138,163.8357,212.6603,173.8194,90.9374,94.3138,97.7338,112.2386,129.47,147.5165,164.5199,195.7726,212.1246,172.0194,78.7441,106.9931,136.8302,148.845,149.0267,138.5371,177.6287,159.2847,148.5451,168.3381,182.0228,170.1711,152.2543,171.0402,164.7203,164.3831,154.6527,171.6508,187.4319,210.601,223.8747,253.4315,265.3887,265.5317,275.9174,322.764,338.2099,354.9466,376.877,331.5823,335.7908,365.296,362.7848,
215175,Iraq,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216689,Ireland,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,39.6026,42.5851,42.3063,42.8826,45.8269,44.4873,44.754,47.0294,47.2983,51.7447,50.8279,49.9223,49.8202,49.9269,50.2094,51.9253,53.1345,54.4119,53.6075,55.2508,57.2502,57.8107,57.8654,58.5915,60.0608,60.8098,62.3564,63.8301,66.6009,70.6731,74.4698,77.1033,75.673,75.4871,74.473,76.0149,76.6378,74.2748,73.0562,67.6565,66.6426,62.554,63.725,62.876,63.0042,64.9944,68.2393,67.3028,63.4647,61.4489,59.2585,61.3156,60.3786,57.8533,
216691,Ireland,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05427373278161,84.47884098934513,83.23452954769054,83.24917808213898,80.85498141570265,82.8398196948812,83.40138775983894,80.00264969602138,78.33504347104858,72.34865799570031,72.37303831224573,67.66688976502635,68.28813495333436,68.11728414610077,67.75792240712897,70.2523909825016,72.31550471999746,73.44026046795193,68.6894701317277,67.08778523210644,65.26460945229998,67.59458336430968,66.65758336430967,,
219721,Israel,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,72.66,72.9376,76.7265,77.7398,60.8518,83.4234,23.24,24.0952,25.3842,25.8231,25.7296,26.7232,27.8378,28.825,29.8261,31.6111,34.0396,36.7698,38.9501,40.3045,41.8133,42.584,45.3839,49.3779,52.9579,56.3854,59.7431,61.6448,62.7849,64.4108,69.0345,69.1538,72.4296,74.2241,74.1281,71.7987,75.0562,77.6829,78.8554,77.3066,83.0524,83.0698,89.8728,81.2877,78.7218,82.3648,82.7579,82.7822,79.3763,81.7791,78.1304,78.4457,80.7368,79.5782,
219723,Israel,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.74822287516666,68.86752287516667,72.14332287516666,73.93782287516667,73.85785132166667,71.42310921666666,74.66020807381668,77.29810724916668,78.50886175666668,76.93942825916668,82.64132439916668,82.65546003916667,89.54788357941666,80.99641130541667,78.55837449015297,82.22361835266871,82.55171106890297,82.60661757890297,79.11992358815297,81.52272358815297,77.87402358815297,78.18932358815297,80.48042358815297,,
221237,Italy,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,394.3084,411.6893,429.2228,453.676,454.696,437.2623,466.6837,455.9826,465.9999,482.783,484.6457,471.8342,462.293,454.9306,464.0179,464.4677,467.3366,493.057,493.6803,510.7617,511.7066,509.5344,505.2757,497.9432,493.3399,519.318,515.3478,519.5427,529.2621,536.4784,543.5429,539.9681,549.3744,569.063,578.9751,580.4585,568.452,561.6356,546.1162,494.4957,505.3536,493.7818,475.1409,441.9366,421.6284,429.8043,424.7336,422.5309,417.4479,408.4362,369.4589,406.7022,403.1215,374.1242,
221239,Italy,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5711174048015,507.059571721345,512.4324866846247,539.6787193660598,543.5522247284799,544.005204115501,531.2661252199094,545.8882524122586,513.0334285076794,457.9078791516687,462.8946426193316,458.3611691119024,448.40127846087466,400.2305266667404,379.0861183403036,385.2529223818871,380.8459634574209,397.045987538023,371.7070855404496,365.9630009660491,336.07784254222565,377.778449298324,374.197749298324,,
222753,Jamaica,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,9.2269,9.2226,9.1868,9.7363,10.0509,8.6545,7.8199,8.4433,8.6068,8.326,8.1022,8.0063,7.0538,7.2175,6.868,6.2176,6.0762,6.2516,6.4628,7.8968,9.1977,9.1849,9.9858,10.1518,10.2005,10.5471,10.8845,11.0724,11.5876,11.8851,11.9368,12.0038,11.9583,12.3287,12.2961,12.2792,13.6735,13.5693,11.1636,9.3124,8.9267,8.8613,8.2795,8.7467,8.4947,8.3649,8.8908,8.5962,10.0005,9.7484,7.1645,7.7323,7.6561,8.1629,
222755,Jamaica,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2508,10.3178,10.2723,10.6427,10.6101,10.5932,11.9875,11.9313,9.5316,7.6904,7.3087,7.2453,6.653500000000001,7.120700000000001,6.8687000000000005,6.738900000000001,7.264800000000001,6.9702,8.374500000000001,8.1224,5.538500000000001,6.106300000000001,6.030100000000001,,
224269,Japan,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1016.2835,1006.1547,1049.2525,1162.749,1157.9338,1099.8651,1135.9443,1163.9293,1158.2413,1183.9643,1154.3769,1127.6746,1084.9153,1088.6171,1161.6361,1133.8775,1129.4603,1131.8694,1206.1798,1236.8355,1317.218,1331.6689,1341.4583,1338.6486,1399.7862,1418.3492,1431.9091,1413.1043,1357.1364,1387.4118,1391.1213,1369.3248,1397.2266,1401.5504,1392.188,1401.4086,1371.6852,1406.379,1330.0326,1261.9084,1324.2255,1374.0402,1411.266,1427.9737,1375.8341,1333.5837,1331.3498,1316.8113,1276.5143,1236.4921,1168.7534,1181.7696,1107.5758,1041.0128,
224271,Japan,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.1744712976872,1283.7407392621565,1309.877430146425,1302.7066954329514,1296.7713587643627,1311.8001985561946,1286.984865255569,1325.7666330177567,1259.2084118694788,1194.2297513539131,1252.739458887389,1304.3161040477012,1338.800919144624,1362.7719383996066,1313.549337182469,1276.9354621692366,1278.568859638405,1260.0563300299364,1220.2237321407426,1185.3111984441266,1116.682641864129,1129.5917665378868,1055.3979665378868,,
225785,Jordan,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,3.5812,3.691,3.2943,3.6609,3.8911,4.2148,4.8031,4.9797,5.8672,6.2674,7.6477,8.7417,9.2585,10.5217,11.4262,11.7783,12.3772,13.7652,13.4561,11.4559,12.1359,12.4542,14.5877,15.1689,15.7077,16.6763,17.0253,17.5728,17.886,18.0382,19.7251,19.9504,20.8781,21.5417,23.1335,24.7871,25.161,26.2603,25.9271,26.4482,26.1538,26.955,30.7494,30.4756,32.6282,32.6653,32.8434,34.3864,33.4243,32.1618,30.3144,31.4919,31.8234,33.4077,
225787,Jordan,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8031,19.0284,19.9561,20.6197,22.2115,23.8651,24.239,25.3383,25.0051,25.5262,25.2318,26.033,29.8274,29.5536,31.7062,31.7433,31.9214,33.464400000000005,32.502300000000005,31.2398,29.3924,30.5699,30.9014,,
227301,Kazakhstan,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,267.6743,268.4589,281.8578,297.3388,306.1634,317.3867,325.5509,328.5881,342.4777,346.9619,354.7798,338.6391,328.6384,323.5763,320.3032,309.023,310.5467,326.2467,333.8778,332.8346,347.0157,353.1794,357.5464,312.1664,278.634,242.1753,213.1943,186.0303,185.5727,170.6439,177.106,176.7902,192.7436,212.6298,227.1662,242.1596,268.538,280.2159,324.8773,296.9147,317.9022,338.6998,336.6096,355.5392,302.4428,270.5681,282.9632,299.6237,303.2806,291.283,300.4421,323.2131,320.9171,320.35,
227303,Kazakhstan,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2060300000001,233.0730233333333,251.7210766666668,280.29996000000006,299.9383600000001,325.0110766666667,364.3402966666668,364.61499,402.4793766666668,367.3722066666668,383.36912,387.78084000000007,371.0832533333334,374.66607,321.70049,291.2782633333333,301.99023,324.3947866666667,323.8445566666667,305.5353066666667,308.42988,325.81747,323.52147,,
228817,Kenya,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,22.7402,23.1693,23.8467,24.228,24.5568,24.8107,25.2069,25.9931,27.6182,29.4254,28.0346,27.8381,29.5094,31.6454,33.2103,33.1668,34.3592,34.6804,36.487,37.8914,38.3502,37.4862,37.903,38.2844,38.8651,39.4989,38.6735,38.6112,39.5807,42.343,41.2824,42.2365,44.6085,45.9157,50.2641,52.7185,51.4869,71.266,76.0028,74.9339,78.5113,79.3466,77.7172,78.0352,80.4091,82.6469,88.9607,86.0633,88.3122,97.0058,108.4215,101.8106,104.2865,107.9769,
228819,Kenya,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.115985,105.070085,107.442085,108.749285,113.097685,115.552085,89.586074,109.365174,114.10197399999998,113.033074,128.940143,129.775443,128.14604300000002,128.464043,137.863733,140.10153300000002,146.415333,143.517933,145.76683300000002,154.460433,165.87613299999998,159.265233,161.741133,,
230333,Kiribati,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.0277,0.0283,0.03,0.0345,0.0404,0.0357,0.0357,0.0375,0.0376,0.0399,0.0424,0.0423,0.0421,0.0421,0.0265,0.0282,0.027,0.0317,0.0321,0.0318,0.0334,0.0338,0.0356,0.0361,0.0368,0.0351,0.0357,0.0366,0.0376,0.0378,0.0524,0.0495,0.0648,0.0661,0.0682,0.0842,0.0892,0.0853,0.093,0.0826,0.0862,0.0825,0.0819,0.0867,0.0878,0.0902,0.0965,0.1082,0.1105,0.1142,0.1161,0.1208,0.1264,0.1302,
230335,Kiribati,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231849,"Korea, Dem. People's Rep.",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,98.7578,99.3409,102.6043,105.0351,108.8524,113.2105,120.1277,126.7918,135.4301,144.9106,151.858,156.1129,162.1653,167.6193,173.0545,178.6056,176.4504,170.7982,174.2662,174.3758,167.6463,161.2015,145.0358,135.3517,123.503,114.8734,105.0029,102.7001,87.4516,94.9614,101.2385,104.9974,101.2853,103.4358,105.9561,110.7379,112.4629,96.8071,104.1308,101.1068,98.7873,79.8644,77.7603,66.8298,70.5876,60.8735,66.4489,103.0522,93.9037,102.0467,96.7463,83.0011,85.6923,90.1485,
231851,"Korea, Dem. People's Rep.",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.45750000000001,88.2164,84.2793,86.4298,88.9501,93.7319,95.4569,79.8011,87.1248,84.1008,81.7813,62.8584,60.7543,49.823800000000006,53.5816,43.8675,49.4429,86.0462,76.8977,85.0407,79.7403,65.9951,68.6863,,
233365,"Korea, Rep.",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,99.6778,100.2164,102.3336,118.8554,125.253,133.8971,143.494,158.9712,166.8277,184.4714,187.0031,193.5289,192.7576,208.4397,231.426,241.8977,250.8585,256.3435,282.3874,293.4784,325.0749,354.7462,375.4239,400.1656,429.4408,463.618,493.7582,522.914,449.2648,488.4768,538.5369,543.0491,549.686,551.5865,573.4686,573.3872,580.6546,594.7697,602.7021,611.8027,663.9992,693.4844,698.6296,695.6805,691.3189,709.3604,726.3915,736.5736,741.1557,722.1929,689.1066,710.523,668.3249,653.8461,
233367,"Korea, Rep.",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.82638,484.88551999999993,493.75766,496.24658,516.9222000000001,518.951,525.12672,538.5468699999999,545.56513,555.08917,609.82952,640.5436400000001,651.31875,652.83244,647.72316,664.66058,680.49871,694.7680700000001,699.55481,680.59201,647.5057099999999,668.92211,626.7240099999999,,
236397,Kuwait,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,79.4362,82.0186,85.8388,78.1259,65.2348,55.0547,56.4807,53.9928,60.6737,70.7288,57.8247,49.0553,47.259,53.2292,55.5398,59.0331,65.5595,70.7635,81.2457,94.8629,50.5434,45.8536,45.9437,64.3038,72.9426,70.7881,71.2694,75.9414,77.1965,79.347,88.0564,89.9085,93.1226,103.4538,108.3064,120.001,123.4517,119.5289,124.2166,122.741,125.9709,133.0764,137.1574,139.6334,138.0128,142.5599,147.5015,145.2292,148.7682,150.2476,149.0334,157.8006,165.3814,167.9158,
236399,Kuwait,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.19032,90.04242,93.25652,103.58772,108.44032,120.13492,123.58562,119.66282,124.35052,122.87492,126.10482,133.21032,137.29131999999998,139.76731999999998,138.14672,142.69382,147.63541999999998,145.36311999999998,148.90212,150.38152,149.16732,157.93452,165.51532,,
237913,Kyrgyz Republic,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,22.9942,23.3414,24.49,25.4858,26.4813,27.7412,28.4536,29.0262,30.1644,30.805,32.0122,31.0448,30.0013,29.001,28.2135,27.6936,27.6617,29.5176,30.1574,30.2279,33.3717,30.6326,22.6456,18.2625,13.7515,10.552,11.3577,11.7333,12.1029,10.9456,10.9093,10.0881,11.1764,11.8614,11.8048,11.9004,11.7616,13.1129,14.5013,14.3845,14.1069,16.1422,18.3263,18.2231,19.1122,19.5741,19.3248,19.6797,21.8019,20.8675,20.0055,21.3905,21.4238,21.6982,
237915,Kyrgyz Republic,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5422999999999991,-0.2789000000000001,0.8093999999999983,1.4943999999999988,1.4377999999999993,1.5333999999999983,1.3945999999999987,2.745899999999999,4.1343,4.017499999999998,3.739899999999999,5.775199999999998,7.959299999999999,7.856099999999998,8.7452,9.2071,8.957799999999999,9.3127,11.4349,10.5005,9.6385,11.0235,11.0568,,
239429,Lao PDR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,6.9042,6.7844,6.6858,6.6367,6.7646,6.5821,5.6439,5.9638,6.1588,6.8857,7.4809,7.3256,7.4872,7.2154,7.2225,7.2387,7.2815,6.9891,6.985,7.3923,8.0241,7.8357,8.1337,8.2053,8.6621,8.638,8.8491,9.1342,8.7915,8.809,9.7719,10.177,10.4593,10.79,11.2852,11.1047,11.6919,12.2052,12.8914,13.8847,14.7652,14.7713,15.8787,16.4746,17.399,22.3978,30.0622,33.4167,33.9769,33.6954,34.4792,38.7938,40.075,42.0562,
239431,Lao PDR,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.3751,-24.97,-24.6877,-24.357,-23.8618,-24.0423,-23.4551,-22.9418,-22.2556,-21.2623,-20.3818,-8.8372,3.7602833333333,15.89468333333333,28.406,33.4048,41.0692,44.4237,44.9839,44.7024,45.4862,49.8008,51.082,,
240945,Latvia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,17.2754,17.5168,18.4122,19.4943,20.5902,21.7106,22.3948,22.9236,23.6996,24.2654,24.9691,25.1958,25.6603,26.0035,26.2192,26.3595,26.7542,27.1344,26.9758,26.68,27.0815,25.3272,21.2451,18.0042,14.8408,12.9385,12.9093,12.3582,11.7985,11.0844,10.192,10.7916,10.8562,11.1998,11.398,11.6722,12.3735,12.8897,12.2587,11.5344,12.592,12.0843,12.0604,11.8351,11.6907,11.9636,11.9908,11.8694,12.4379,12.2527,11.649,11.8645,11.0835,10.9575,
240947,Latvia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.709360646224999,-2.5850107819329,-0.8415133167189008,-0.0655420503493005,3.84644562854169,4.6998835422216,4.56541356605463,5.55204740202992,4.531007347881099,6.67940499936353,9.50474799535921,8.583536554628271,7.178417082305479,8.214957862503331,11.933131856985373,10.91196145203866,9.06821618365627,7.445339631742761,10.41466625163478,8.564805540782181,11.042853558025229,12.82079447929696,12.03979447929696,,
242461,Lebanon,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,6.7696,6.9366,7.4948,8.9352,8.98,8.0686,7.6898,6.8811,8.136,8.9868,9.1351,9.2578,7.2609,7.6347,7.7925,8.8122,9.2278,9.4126,7.6339,7.7187,7.7617,9.3788,10.0556,13.6215,14.7869,16.9435,17.6188,19.174,19.1574,19.7106,18.1622,19.583,19.696,19.9478,20.3592,20.3681,20.0205,18.8787,22.3441,25.7742,24.8963,25.4651,28.233,28.0774,30.1893,32.4249,33.6617,35.3587,33.7292,33.4963,28.4878,23.7195,23.9672,24.6723,
242463,Lebanon,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.17213,16.360889999999998,16.474220000000003,16.82882,17.18957,17.32613,17.0507,15.77542,19.3168,22.81194,21.93623,22.57503,25.46864,25.01192,27.0427,29.28591,30.482450000000004,32.159099999999995,30.53502,30.30212,25.29362,20.52532,20.77302,,
243977,Lesotho,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1.9057,1.8104,1.767,1.7448,1.8033,1.855,1.8321,1.695,1.7161,1.7951,1.9029,1.9155,1.9436,1.9115,1.89,1.9705,1.9989,2.2944,2.2175,2.151,2.1203,2.1621,2.3244,2.2859,2.2321,2.1851,2.1046,2.1847,1.9367,2.519,2.6608,2.6704,2.5354,2.5704,2.5665,2.7322,2.6921,2.8226,2.6866,2.7865,2.7821,2.8127,2.8713,2.7605,2.7528,2.6991,2.7215,2.9124,2.7444,2.6474,2.4288,2.5269,2.6527,2.6019,
