Indicator Code: CG0010
"Indicator Name: Communicable, maternal, perinatal and nutritional conditions"
Export date: 7/24/2025 3:33:02 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-B99, D50-D53, D64.9, E00-E02, E40-E46, E50-E64, G00-G04, G14, H65-H66, J00-J22, N70-N73, O00-O99, P00-P96, U04, U07.1, U07.2, U09.9, U10.9"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,MKD,North Macedonia,2000,All,Age_all,[All],511.00000000,2.96180374,30.28024648,25.21713383,
EU,Europe,MKD,North Macedonia,2000,Male,Age_all,[All],301.00000000,3.22718988,35.56386427,29.68734589,
EU,Europe,MKD,North Macedonia,2000,Female,Age_all,[All],210.00000000,2.64950795,25.38994069,20.74074074,
EU,Europe,MKD,North Macedonia,2001,All,Age_all,[All],410.00000000,2.42331107,24.73187345,20.14858847,
EU,Europe,MKD,North Macedonia,2001,Male,Age_all,[All],258.00000000,2.77032106,31.02173279,25.34562891,
EU,Europe,MKD,North Macedonia,2001,Female,Age_all,[All],152.00000000,1.99842230,18.66012257,14.94658072,
EU,Europe,MKD,North Macedonia,2002,All,Age_all,[All],400.00000000,2.22717149,24.86102258,19.80044125,
EU,Europe,MKD,North Macedonia,2002,Male,Age_all,[All],213.00000000,2.15369060,25.81107319,20.99856559,
EU,Europe,MKD,North Macedonia,2002,Female,Age_all,[All],187.00000000,2.31722429,24.18843306,18.59212847,
EU,Europe,MKD,North Macedonia,2003,All,Age_all,[All],428.00000000,2.37698545,26.09732170,21.11731309,
EU,Europe,MKD,North Macedonia,2003,Male,Age_all,[All],268.00000000,2.72579333,33.04832158,26.34491789,
EU,Europe,MKD,North Macedonia,2003,Female,Age_all,[All],160.00000000,1.95742598,19.83233226,15.84944611,
EU,Europe,MKD,North Macedonia,2004,All,Age_all,[All],426.00000000,2.37352351,26.10112581,20.95895587,
EU,Europe,MKD,North Macedonia,2004,Male,Age_all,[All],247.00000000,2.55932028,29.87914718,24.21798936,
EU,Europe,MKD,North Macedonia,2004,Female,Age_all,[All],179.00000000,2.15740629,22.62425184,17.67655072,
EU,Europe,MKD,North Macedonia,2005,All,Age_all,[All],369.00000000,2.00478105,23.20587522,18.11616438,
EU,Europe,MKD,North Macedonia,2005,Male,Age_all,[All],207.00000000,2.10901681,25.88843827,20.25892273,
EU,Europe,MKD,North Macedonia,2005,Female,Age_all,[All],162.00000000,1.88569433,20.75860798,15.95928609,
EU,Europe,MKD,North Macedonia,2006,All,Age_all,[All],347.00000000,1.86258722,21.78834796,17.00790304,
EU,Europe,MKD,North Macedonia,2006,Male,Age_all,[All],221.00000000,2.21000000,27.66084762,21.60167105,
EU,Europe,MKD,North Macedonia,2006,Female,Age_all,[All],126.00000000,1.46002317,16.21639581,12.38744385,
EU,Europe,MKD,North Macedonia,2007,All,Age_all,[All],353.00000000,1.80157191,21.21723877,17.27378559,
EU,Europe,MKD,North Macedonia,2007,Male,Age_all,[All],204.00000000,1.97215777,24.26366797,19.91236607,
EU,Europe,MKD,North Macedonia,2007,Female,Age_all,[All],149.00000000,1.61081081,18.49919570,14.62117421,
EU,Europe,MKD,North Macedonia,2008,All,Age_all,[All],338.00000000,1.78063429,20.34240533,16.51279155,
EU,Europe,MKD,North Macedonia,2008,Male,Age_all,[All],184.00000000,1.84516647,22.58303425,17.93333866,
EU,Europe,MKD,North Macedonia,2008,Female,Age_all,[All],154.00000000,1.70921199,18.07276302,15.08508379,
EU,Europe,MKD,North Macedonia,2009,All,Age_all,[All],350.00000000,1.83630640,22.45791730,17.06758422,
EU,Europe,MKD,North Macedonia,2009,Male,Age_all,[All],199.00000000,1.98207171,25.29515883,19.36155515,
EU,Europe,MKD,North Macedonia,2009,Female,Age_all,[All],151.00000000,1.67405765,19.67356189,14.76251416,
EU,Europe,MKD,North Macedonia,2010,All,Age_all,[All],307.00000000,1.60623659,17.24971450,14.93914367,
EU,Europe,MKD,North Macedonia,2010,Male,Age_all,[All],179.00000000,1.76042486,20.05329714,17.38120577,
EU,Europe,MKD,North Macedonia,2010,Female,Age_all,[All],128.00000000,1.43096702,14.62849734,12.48590458,
EU,Europe,MKD,North Macedonia,2011,All,Age_all,[All],308.00000000,1.58232725,16.99086103,14.96206776,
EU,Europe,MKD,North Macedonia,2011,Male,Age_all,[All],179.00000000,1.75421403,19.78629802,17.35500091,
EU,Europe,MKD,North Macedonia,2011,Female,Age_all,[All],129.00000000,1.39293813,14.43710998,12.55919372,
EU,Europe,MKD,North Macedonia,2012,All,Age_all,[All],362.00000000,1.79795371,21.95222132,17.56391421,
EU,Europe,MKD,North Macedonia,2012,Male,Age_all,[All],207.00000000,1.96711964,24.52025329,20.04780481,
EU,Europe,MKD,North Macedonia,2012,Female,Age_all,[All],155.00000000,1.61273541,19.63319168,15.07031517,
EU,Europe,MKD,North Macedonia,2013,All,Age_all,[All],301.00000000,1.56705539,19.18187238,14.58310724,
EU,Europe,MKD,North Macedonia,2013,Male,Age_all,[All],162.00000000,1.59826361,20.59028671,15.66746294,
EU,Europe,MKD,North Macedonia,2013,Female,Age_all,[All],139.00000000,1.53218695,17.87796718,13.49459537,
EU,Europe,NOR,Norway,1951,All,Age_all,[All],3862.00000000,13.92414191,110.52039114,117.18655177,
EU,Europe,NOR,Norway,1951,Male,Age_all,[All],2000.00000000,14.30103683,119.08673207,122.35409274,
EU,Europe,NOR,Norway,1951,Female,Age_all,[All],1862.00000000,13.54083339,101.62223115,112.10114389,
EU,Europe,NOR,Norway,1952,All,Age_all,[All],3540.00000000,12.45733188,99.60628328,106.40856078,
EU,Europe,NOR,Norway,1952,Male,Age_all,[All],1846.00000000,12.92264613,108.75512095,111.78394090,
EU,Europe,NOR,Norway,1952,Female,Age_all,[All],1694.00000000,11.98697990,90.94899183,101.11018264,
EU,Europe,NOR,Norway,1953,All,Age_all,[All],3567.00000000,12.55455441,97.95235554,106.18283571,
EU,Europe,NOR,Norway,1953,Male,Age_all,[All],1825.00000000,12.58447111,105.78304796,109.37312717,
EU,Europe,NOR,Norway,1953,Female,Age_all,[All],1742.00000000,12.52336449,89.98032911,103.03424617,
EU,Europe,NOR,Norway,1954,All,Age_all,[All],3441.00000000,11.80122093,92.75231257,101.44457547,
EU,Europe,NOR,Norway,1954,Male,Age_all,[All],1789.00000000,12.04632685,102.15181614,106.13431419,
EU,Europe,NOR,Norway,1954,Female,Age_all,[All],1652.00000000,11.54679528,83.49673713,96.81200188,
EU,Europe,NOR,Norway,1955,All,Age_all,[All],3121.00000000,10.72545448,83.40441922,91.02044387,
EU,Europe,NOR,Norway,1955,Male,Age_all,[All],1572.00000000,10.59227815,88.88179960,92.12376934,
EU,Europe,NOR,Norway,1955,Female,Age_all,[All],1549.00000000,10.86407631,77.90841003,89.92743106,
EU,Europe,NOR,Norway,1956,All,Age_all,[All],3092.00000000,10.31319836,81.26612513,89.32027617,
EU,Europe,NOR,Norway,1956,Male,Age_all,[All],1606.00000000,10.31735835,89.36701566,93.18788442,
EU,Europe,NOR,Norway,1956,Female,Age_all,[All],1486.00000000,10.30870621,73.20435504,85.48581948,
EU,Europe,NOR,Norway,1957,All,Age_all,[All],3301.00000000,10.80170157,84.93660434,94.47894903,
EU,Europe,NOR,Norway,1957,Male,Age_all,[All],1634.00000000,10.37196902,89.79724852,93.92423981,
EU,Europe,NOR,Norway,1957,Female,Age_all,[All],1667.00000000,11.25894907,79.74910370,95.02907308,
EU,Europe,NOR,Norway,1958,All,Age_all,[All],3076.00000000,9.72033497,79.06459937,87.25251035,
EU,Europe,NOR,Norway,1958,Male,Age_all,[All],1534.00000000,9.31560090,83.72395896,87.36758173,
EU,Europe,NOR,Norway,1958,Female,Age_all,[All],1542.00000000,10.15944130,74.33008586,87.13833635,
EU,Europe,NOR,Norway,1959,All,Age_all,[All],3412.00000000,10.74273480,85.19864901,95.96399944,
EU,Europe,NOR,Norway,1959,Male,Age_all,[All],1667.00000000,10.03793581,89.05192563,94.12229688,
EU,Europe,NOR,Norway,1959,Female,Age_all,[All],1745.00000000,11.51511152,80.84163107,97.79197489,
EU,Europe,NOR,Norway,1960,All,Age_all,[All],3305.00000000,10.15579387,81.29525496,92.18453643,
EU,Europe,NOR,Norway,1960,Male,Age_all,[All],1653.00000000,9.65424600,87.24271846,92.54800963,
EU,Europe,NOR,Norway,1960,Female,Age_all,[All],1652.00000000,10.71266455,75.11642126,91.82368962,
EU,Europe,NOR,Norway,1961,All,Age_all,[All],3044.00000000,9.13757392,73.38005122,84.32600144,
EU,Europe,NOR,Norway,1961,Male,Age_all,[All],1502.00000000,8.46483318,78.48401815,83.50475343,
EU,Europe,NOR,Norway,1961,Female,Age_all,[All],1542.00000000,9.90429700,67.94902427,85.14162664,
EU,Europe,NOR,Norway,1962,All,Age_all,[All],3179.00000000,9.26336034,75.04647186,87.36156531,
EU,Europe,NOR,Norway,1962,Male,Age_all,[All],1510.00000000,8.24956294,77.83951164,83.27818222,
EU,Europe,NOR,Norway,1962,Female,Age_all,[All],1669.00000000,10.42213064,71.80791907,91.41699074,
EU,Europe,NOR,Norway,1963,All,Age_all,[All],3546.00000000,9.62279512,81.60167582,96.71348698,
EU,Europe,NOR,Norway,1963,Male,Age_all,[All],1738.00000000,8.99679056,87.48947077,95.13383327,
EU,Europe,NOR,Norway,1963,Female,Age_all,[All],1808.00000000,10.31257130,76.08862971,98.28223527,
EU,Europe,NOR,Norway,1964,All,Age_all,[All],3127.00000000,8.89084757,71.58509938,84.64391089,
EU,Europe,NOR,Norway,1964,Male,Age_all,[All],1492.00000000,7.99399914,74.66087858,81.05171665,
EU,Europe,NOR,Norway,1964,Female,Age_all,[All],1635.00000000,9.90488884,67.89536775,88.21149177,
EU,Europe,NOR,Norway,1965,All,Age_all,[All],3390.00000000,9.59877679,74.94815594,91.05070907,
EU,Europe,NOR,Norway,1965,Male,Age_all,[All],1674.00000000,8.72329338,81.13412507,90.23285899,
EU,Europe,NOR,Norway,1965,Female,Age_all,[All],1716.00000000,10.64054071,69.26439051,91.86295503,
EU,Europe,NOR,Norway,1966,All,Age_all,[All],3366.00000000,9.34740350,72.99625483,89.69541930,
EU,Europe,NOR,Norway,1966,Male,Age_all,[All],1617.00000000,8.29656234,77.60624926,86.47983742,
EU,Europe,NOR,Norway,1966,Female,Age_all,[All],1749.00000000,10.58716707,68.34864951,92.88862924,
EU,Europe,NOR,Norway,1967,All,Age_all,[All],3139.00000000,8.66743981,67.07461125,82.95016120,
EU,Europe,NOR,Norway,1967,Male,Age_all,[All],1518.00000000,7.69386721,71.94728926,80.50914877,
EU,Europe,NOR,Norway,1967,Female,Age_all,[All],1621.00000000,9.83258522,62.25933040,85.37420340,
EU,Europe,NOR,Norway,1968,All,Age_all,[All],3570.00000000,9.47754062,73.03081356,93.47996858,
EU,Europe,NOR,Norway,1968,Male,Age_all,[All],1647.00000000,8.08224556,76.83737540,86.64772727,
EU,Europe,NOR,Norway,1968,Female,Age_all,[All],1923.00000000,11.12203586,69.55068092,100.25023459,
EU,Europe,NOR,Norway,1969,All,Age_all,[All],3876.00000000,9.93999077,76.94130412,100.64918203,
EU,Europe,NOR,Norway,1969,Male,Age_all,[All],1877.00000000,8.79033391,84.52836352,97.95939669,
EU,Europe,NOR,Norway,1969,Female,Age_all,[All],1999.00000000,11.33155717,70.53865022,103.31283270,
EU,Europe,NOR,Norway,1970,All,Age_all,[All],3769.00000000,9.73323348,73.36368123,97.20431217,
EU,Europe,NOR,Norway,1970,Male,Age_all,[All],1851.00000000,8.67182010,83.39174116,95.97635591,
EU,Europe,NOR,Norway,1970,Female,Age_all,[All],1918.00000000,11.03694326,64.77756995,98.41954023,
EU,Europe,NOR,Norway,1971,All,Age_all,[All],3370.00000000,8.64523742,65.67675542,86.34383807,
EU,Europe,NOR,Norway,1971,Male,Age_all,[All],1585.00000000,7.43817166,71.84277121,81.65893869,
EU,Europe,NOR,Norway,1971,Female,Age_all,[All],1785.00000000,10.10072431,60.08103776,90.97859327,
EU,Europe,NOR,Norway,1972,All,Age_all,[All],3673.00000000,9.32825397,69.45470688,93.38927028,
EU,Europe,NOR,Norway,1972,Male,Age_all,[All],1779.00000000,8.27903946,79.07241669,90.96487191,
EU,Europe,NOR,Norway,1972,Female,Age_all,[All],1894.00000000,10.58869570,61.60730949,95.78718455,
EU,Europe,NOR,Norway,1973,All,Age_all,[All],3493.00000000,8.74167876,64.85003175,87.91844953,
EU,Europe,NOR,Norway,1973,Male,Age_all,[All],1615.00000000,7.37779808,71.14252612,81.79285895,
EU,Europe,NOR,Norway,1973,Female,Age_all,[All],1878.00000000,10.39406686,59.52323224,93.97047786,
EU,Europe,NOR,Norway,1974,All,Age_all,[All],3570.00000000,9.04621934,64.27670943,89.57920357,
EU,Europe,NOR,Norway,1974,Male,Age_all,[All],1713.00000000,7.97300442,74.12375827,86.49767724,
EU,Europe,NOR,Norway,1974,Female,Age_all,[All],1857.00000000,10.32871684,55.76958819,92.62307347,
EU,Europe,NOR,Norway,1975,All,Age_all,[All],3930.00000000,9.81003969,69.13620774,98.07102039,
EU,Europe,NOR,Norway,1975,Male,Age_all,[All],1832.00000000,8.36758929,77.53687442,92.03717659,
EU,Europe,NOR,Norway,1975,Female,Age_all,[All],2098.00000000,11.54841196,61.96014337,104.02618009,
EU,Europe,NOR,Norway,1976,All,Age_all,[All],3785.00000000,9.41167694,64.80760293,94.00923948,
EU,Europe,NOR,Norway,1976,Male,Age_all,[All],1800.00000000,8.20980616,75.36348504,90.04502251,
EU,Europe,NOR,Norway,1976,Female,Age_all,[All],1985.00000000,10.85233175,57.04009564,97.91831097,
EU,Europe,NOR,Norway,1977,All,Age_all,[All],3340.00000000,8.38690237,55.95535994,82.60783538,
EU,Europe,NOR,Norway,1977,Male,Age_all,[All],1572.00000000,7.22958057,64.70640802,78.34537752,
EU,Europe,NOR,Norway,1977,Female,Age_all,[All],1768.00000000,9.77876106,49.62909761,86.80708990,
EU,Europe,NOR,Norway,1978,All,Age_all,[All],3216.00000000,7.90521607,51.89841431,79.23914650,
EU,Europe,NOR,Norway,1978,Male,Age_all,[All],1471.00000000,6.66274119,58.72330460,73.07138245,
EU,Europe,NOR,Norway,1978,Female,Age_all,[All],1745.00000000,9.37970329,46.94468682,85.30921535,
EU,Europe,NOR,Norway,1979,All,Age_all,[All],3466.00000000,8.32532667,53.90519398,85.10742787,
EU,Europe,NOR,Norway,1979,Male,Age_all,[All],1605.00000000,7.08452880,62.41605610,79.49086227,
EU,Europe,NOR,Norway,1979,Female,Age_all,[All],1861.00000000,9.80660800,47.57532587,90.63017435,
EU,Europe,NOR,Norway,1980,All,Age_all,[All],3085.00000000,7.46250605,47.20449109,75.50910515,
EU,Europe,NOR,Norway,1980,Male,Age_all,[All],1439.00000000,6.36556666,55.37295638,71.07225762,
EU,Europe,NOR,Norway,1980,Female,Age_all,[All],1646.00000000,8.78616419,41.21620014,79.86801883,
EU,Europe,NOR,Norway,1981,All,Age_all,[All],3203.00000000,7.64566873,46.80919561,78.12576223,
EU,Europe,NOR,Norway,1981,Male,Age_all,[All],1503.00000000,6.58690507,56.63819487,74.01753176,
EU,Europe,NOR,Norway,1981,Female,Age_all,[All],1700.00000000,8.91218873,39.77142368,82.15735550,
EU,Europe,NOR,Norway,1982,All,Age_all,[All],2900.00000000,6.99570608,42.05558937,70.47730145,
EU,Europe,NOR,Norway,1982,Male,Age_all,[All],1358.00000000,6.00061862,51.02981813,66.66666667,
EU,Europe,NOR,Norway,1982,Female,Age_all,[All],1542.00000000,8.19210540,35.55865565,74.21311002,
EU,Europe,NOR,Norway,1983,All,Age_all,[All],2985.00000000,7.06943918,41.59368408,72.30404031,
EU,Europe,NOR,Norway,1983,Male,Age_all,[All],1374.00000000,5.99502596,49.79190659,67.25403818,
EU,Europe,NOR,Norway,1983,Female,Age_all,[All],1611.00000000,8.34498834,36.08155112,77.25136664,
EU,Europe,NOR,Norway,1984,All,Age_all,[All],3038.00000000,7.13463751,41.09082232,73.37987005,
EU,Europe,NOR,Norway,1984,Male,Age_all,[All],1393.00000000,6.05520539,49.41879112,68.02422112,
EU,Europe,NOR,Norway,1984,Female,Age_all,[All],1645.00000000,8.40314671,35.52573231,78.62161258,
EU,Europe,NOR,Norway,1985,All,Age_all,[All],3607.00000000,8.12900027,47.06252719,86.86333534,
EU,Europe,NOR,Norway,1985,Male,Age_all,[All],1572.00000000,6.60976328,55.29975550,76.56341321,
EU,Europe,NOR,Norway,1985,Female,Age_all,[All],2035.00000000,9.88391860,41.09754324,96.93707426,
EU,Europe,NOR,Norway,1986,All,Age_all,[All],3090.00000000,7.07644392,40.36875096,74.16118658,
EU,Europe,NOR,Norway,1986,Male,Age_all,[All],1344.00000000,5.71574381,47.51923666,65.24588572,
EU,Europe,NOR,Norway,1986,Female,Age_all,[All],1746.00000000,8.66415244,35.23358357,82.87843547,
EU,Europe,NOR,Norway,1987,All,Age_all,[All],3249.00000000,7.22176532,41.01312785,77.59917839,
EU,Europe,NOR,Norway,1987,Male,Age_all,[All],1379.00000000,5.74128815,47.16313616,66.61835749,
EU,Europe,NOR,Norway,1987,Female,Age_all,[All],1870.00000000,8.91750119,37.12471027,88.33671879,
EU,Europe,NOR,Norway,1988,All,Age_all,[All],3740.00000000,8.23715972,46.55410755,88.84665637,
EU,Europe,NOR,Norway,1988,Male,Age_all,[All],1598.00000000,6.73238962,54.37114754,76.74943567,
EU,Europe,NOR,Norway,1988,Female,Age_all,[All],2142.00000000,9.88554550,40.97006820,100.68628373,
EU,Europe,NOR,Norway,1989,All,Age_all,[All],3772.00000000,8.33756990,44.77691371,89.23797582,
EU,Europe,NOR,Norway,1989,Male,Age_all,[All],1623.00000000,6.86199899,52.93221963,77.62950208,
EU,Europe,NOR,Norway,1989,Female,Age_all,[All],2149.00000000,9.95414331,39.43055392,100.59919483,
EU,Europe,NOR,Norway,1990,All,Age_all,[All],3881.00000000,8.42944332,46.34567922,91.50280568,
EU,Europe,NOR,Norway,1990,Male,Age_all,[All],1711.00000000,7.16349173,56.62113674,81.58886081,
EU,Europe,NOR,Norway,1990,Female,Age_all,[All],2170.00000000,9.79418668,38.93955726,101.19852633,
EU,Europe,NOR,Norway,1991,All,Age_all,[All],3636.00000000,8.11208781,42.41944769,85.31606364,
EU,Europe,NOR,Norway,1991,Male,Age_all,[All],1547.00000000,6.70103093,49.93476144,73.41495824,
EU,Europe,NOR,Norway,1991,Female,Age_all,[All],2089.00000000,9.61078395,37.44392959,96.95535134,
EU,Europe,NOR,Norway,1992,All,Age_all,[All],3734.00000000,8.34674535,42.14283391,87.11272863,
EU,Europe,NOR,Norway,1992,Male,Age_all,[All],1563.00000000,6.77327093,49.19800489,73.72989292,
EU,Europe,NOR,Norway,1992,Female,Age_all,[All],2171.00000000,10.02308403,37.57156002,100.20770829,
EU,Europe,NOR,Norway,1993,All,Age_all,[All],4414.00000000,9.46743024,48.26537668,102.36549165,
EU,Europe,NOR,Norway,1993,Male,Age_all,[All],1901.00000000,7.99377654,58.91201824,89.14419695,
EU,Europe,NOR,Norway,1993,Female,Age_all,[All],2513.00000000,11.00166360,41.04767330,115.30167470,
EU,Europe,NOR,Norway,1994,All,Age_all,[All],3584.00000000,8.13140938,39.21135778,82.64539040,
EU,Europe,NOR,Norway,1994,Male,Age_all,[All],1546.00000000,6.91475087,47.52751397,72.09475844,
EU,Europe,NOR,Norway,1994,Female,Age_all,[All],2038.00000000,9.38392117,33.60021073,92.96597026,
EU,Europe,NOR,Norway,1995,All,Age_all,[All],3975.00000000,8.79775132,42.13247646,91.18645623,
EU,Europe,NOR,Norway,1995,Male,Age_all,[All],1714.00000000,7.44440584,52.12807236,79.51751334,
EU,Europe,NOR,Norway,1995,Female,Age_all,[All],2261.00000000,10.20398953,35.13786673,102.60017244,
EU,Europe,NOR,Norway,1996,All,Age_all,[All],2767.00000000,6.30023452,29.25290087,63.15477142,
EU,Europe,NOR,Norway,1996,Male,Age_all,[All],1167.00000000,5.27409952,35.55169950,53.86816839,
EU,Europe,NOR,Norway,1996,Female,Age_all,[All],1600.00000000,7.34214391,24.68725889,72.23802429,
EU,Europe,NOR,Norway,1997,All,Age_all,[All],2857.00000000,6.39922949,29.45042633,64.85664344,
EU,Europe,NOR,Norway,1997,Male,Age_all,[All],1160.00000000,5.20599587,34.07825001,53.24520334,
EU,Europe,NOR,Norway,1997,Female,Age_all,[All],1697.00000000,7.58808800,26.54822730,76.21827981,
EU,Europe,NOR,Norway,1998,All,Age_all,[All],2761.00000000,6.23672916,28.41960636,62.30536625,
EU,Europe,NOR,Norway,1998,Male,Age_all,[All],1112.00000000,5.02054269,32.91021742,50.72298499,
EU,Europe,NOR,Norway,1998,Female,Age_all,[All],1649.00000000,7.45445504,25.29759953,73.64566120,
EU,Europe,NOR,Norway,1999,All,Age_all,[All],3064.00000000,6.79168329,30.08171249,68.67008194,
EU,Europe,NOR,Norway,1999,Male,Age_all,[All],1259.00000000,5.61652391,35.75274740,57.01089048,
EU,Europe,NOR,Norway,1999,Female,Age_all,[All],1805.00000000,7.95224249,26.39610467,80.09535119,
EU,Europe,NOR,Norway,2000,All,Age_all,[All],3098.00000000,7.03802990,29.97061275,69.30685981,
EU,Europe,NOR,Norway,2000,Male,Age_all,[All],1291.00000000,5.95589592,35.86170904,58.31456893,
EU,Europe,NOR,Norway,2000,Female,Age_all,[All],1807.00000000,8.08790619,26.36229421,80.09322195,
EU,Europe,NOR,Norway,2001,All,Age_all,[All],3101.00000000,7.05141324,29.57019970,68.70116037,
EU,Europe,NOR,Norway,2001,Male,Age_all,[All],1345.00000000,6.21706573,36.66872870,60.13543663,
EU,Europe,NOR,Norway,2001,Female,Age_all,[All],1756.00000000,7.85928479,25.11728067,77.11447811,
EU,Europe,NOR,Norway,2002,All,Age_all,[All],3377.00000000,7.60568456,31.08597949,74.41341865,
EU,Europe,NOR,Norway,2002,Male,Age_all,[All],1367.00000000,6.32372670,36.11234185,60.78200248,
EU,Europe,NOR,Norway,2002,Female,Age_all,[All],2010.00000000,8.82198034,28.13982635,87.80593926,
EU,Europe,NOR,Norway,2003,All,Age_all,[All],2670.00000000,6.27497062,26.00018752,58.49035731,
EU,Europe,NOR,Norway,2003,Male,Age_all,[All],1177.00000000,5.71497936,32.42970732,52.02030604,
EU,Europe,NOR,Norway,2003,Female,Age_all,[All],1493.00000000,6.80027329,21.78711571,64.84884312,
EU,Europe,NOR,Norway,2004,All,Age_all,[All],2251.00000000,5.45604382,21.04336574,49.02095292,
EU,Europe,NOR,Norway,2004,Male,Age_all,[All],990.00000000,4.94382022,26.14033093,43.48662589,
EU,Europe,NOR,Norway,2004,Female,Age_all,[All],1261.00000000,5.93914846,17.86602997,54.46256120,
EU,Europe,NOR,Norway,2005,All,Age_all,[All],2920.00000000,7.09564541,26.86081649,63.15843206,
EU,Europe,NOR,Norway,2005,Male,Age_all,[All],1305.00000000,6.50386245,33.29453622,56.91167178,
EU,Europe,NOR,Norway,2005,Female,Age_all,[All],1615.00000000,7.65874710,22.86851600,69.30536286,
EU,Europe,NOR,Norway,2006,All,Age_all,[All],2767.00000000,6.70917996,25.50684505,59.36905733,
EU,Europe,NOR,Norway,2006,Male,Age_all,[All],1260.00000000,6.42169105,31.94701428,54.45387303,
EU,Europe,NOR,Norway,2006,Female,Age_all,[All],1507.00000000,6.97007539,21.30893129,64.21532032,
EU,Europe,NOR,Norway,2007,All,Age_all,[All],2930.00000000,6.98234159,25.75176097,62.21925684,
EU,Europe,NOR,Norway,2007,Male,Age_all,[All],1283.00000000,6.34583045,30.97310773,54.76495675,
EU,Europe,NOR,Norway,2007,Female,Age_all,[All],1647.00000000,7.57415498,22.55512803,69.59897972,
EU,Europe,NOR,Norway,2008,All,Age_all,[All],2764.00000000,6.62575511,24.14690061,57.96722126,
EU,Europe,NOR,Norway,2008,Male,Age_all,[All],1260.00000000,6.20200827,30.33546862,52.99969883,
EU,Europe,NOR,Norway,2008,Female,Age_all,[All],1504.00000000,7.02803738,20.08521670,62.90676080,
EU,Europe,NOR,Norway,2009,All,Age_all,[All],2925.00000000,7.07512941,25.91356114,60.57499023,
EU,Europe,NOR,Norway,2009,Male,Age_all,[All],1296.00000000,6.52436569,31.49002242,53.75580307,
EU,Europe,NOR,Norway,2009,Female,Age_all,[All],1629.00000000,7.58450507,21.91484672,67.37465894,
EU,Europe,NOR,Norway,2010,All,Age_all,[All],2668.00000000,6.43791323,22.40857444,54.56866315,
EU,Europe,NOR,Norway,2010,Male,Age_all,[All],1139.00000000,5.70184221,26.54291289,46.60772297,
EU,Europe,NOR,Norway,2010,Female,Age_all,[All],1529.00000000,7.12289202,19.40064124,62.52422865,
EU,Europe,NOR,Norway,2011,All,Age_all,[All],2806.00000000,6.79353089,23.46416497,56.65152729,
EU,Europe,NOR,Norway,2011,Male,Age_all,[All],1277.00000000,6.37575516,29.18716530,51.49484245,
EU,Europe,NOR,Norway,2011,Female,Age_all,[All],1529.00000000,7.18683901,19.32638385,61.82203986,
EU,Europe,NOR,Norway,2012,All,Age_all,[All],2995.00000000,7.14575430,24.17685975,59.67832486,
EU,Europe,NOR,Norway,2012,Male,Age_all,[All],1309.00000000,6.53682896,29.06598993,51.99831015,
EU,Europe,NOR,Norway,2012,Female,Age_all,[All],1686.00000000,7.70285088,20.55631781,67.40810249,
EU,Europe,NOR,Norway,2013,All,Age_all,[All],2770.00000000,6.72689300,22.55372517,54.52578267,
EU,Europe,NOR,Norway,2013,Male,Age_all,[All],1209.00000000,6.06805862,26.61837623,47.38071640,
EU,Europe,NOR,Norway,2013,Female,Age_all,[All],1561.00000000,7.34449986,19.42853104,61.73634153,
EU,Europe,NOR,Norway,2014,All,Age_all,[All],2505.00000000,6.20910173,20.40001924,48.75979795,
EU,Europe,NOR,Norway,2014,Male,Age_all,[All],1117.00000000,5.67437135,23.95253210,43.24212999,
EU,Europe,NOR,Norway,2014,Female,Age_all,[All],1388.00000000,6.71862142,17.95063252,54.33974083,
CSA,Central and South America,PAN,Panama,1955,All,Age_all,[All],2834.00000000,35.23999005,251.12924370,292.16494845,
CSA,Central and South America,PAN,Panama,1955,Male,Age_all,[All],1468.00000000,33.97361722,266.42672300,298.98167006,
CSA,Central and South America,PAN,Panama,1955,Female,Age_all,[All],1366.00000000,36.71056168,235.94461472,285.17745303,
CSA,Central and South America,PAN,Panama,1956,All,Age_all,[All],3137.00000000,37.55986590,259.56620019,313.70000000,
CSA,Central and South America,PAN,Panama,1956,Male,Age_all,[All],1691.00000000,37.24669604,285.30934508,333.53057199,
CSA,Central and South America,PAN,Panama,1956,Female,Age_all,[All],1446.00000000,37.93284365,234.13876072,293.30628803,
CSA,Central and South America,PAN,Panama,1957,All,Age_all,[All],3431.00000000,39.99300618,286.46276612,336.04309500,
CSA,Central and South America,PAN,Panama,1957,Male,Age_all,[All],1805.00000000,39.29037875,302.85362724,349.12959381,
CSA,Central and South America,PAN,Panama,1957,Female,Age_all,[All],1626.00000000,40.80301129,271.98979692,322.61904762,
CSA,Central and South America,PAN,Panama,1958,All,Age_all,[All],3318.00000000,40.29633228,260.42305112,317.51196172,
CSA,Central and South America,PAN,Panama,1958,Male,Age_all,[All],1780.00000000,40.12623986,279.93215548,336.48393195,
CSA,Central and South America,PAN,Panama,1958,Female,Age_all,[All],1538.00000000,40.49499737,240.91316240,298.06201550,
CSA,Central and South America,PAN,Panama,1959,All,Age_all,[All],3642.00000000,41.43816134,272.14748007,339.42218080,
CSA,Central and South America,PAN,Panama,1959,Male,Age_all,[All],1915.00000000,40.87513340,287.47222087,352.67034991,
