DATAFLOW,LAST UPDATE,freq,unit,indic_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2001,2412.55,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2002,2210.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2003,2374.08,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2004,2502.78,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2005,2506.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2006,2315.45,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2007,2264.04,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2008,2442.65,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2009,2384.93,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2010,2756.06,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2011,2057.49,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2012,2439.28,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2013,2637.51,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2014,2080.89,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2015,2255.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2016,2397.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2017,2336.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2018,2181.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2019,2246.95,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2020,2038.31,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2021,2412.69,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2022,2035.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2023,2045.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2024,2074.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1979,2499.98,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1980,2849.29,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1981,2575.34,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1982,2554.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1983,2593.28,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1984,2719.80,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1985,2875.26,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1986,2775.49,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1987,2810.59,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1988,2566.47,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1989,2429.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1990,2346.28,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1991,2804.18,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1992,2489.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1993,2573.60,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1994,2259.51,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1995,2642.38,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1996,2877.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1997,2538.52,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1998,2514.58,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,1999,2425.23,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2000,2119.27,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2001,2358.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2002,2179.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2003,2569.42,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2004,2464.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2005,2684.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2006,2408.49,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2007,2208.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2008,2214.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2009,2273.67,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2010,2521.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2011,2359.44,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2012,2355.07,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2013,2290.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2014,1885.28,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2015,2246.21,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2016,2264.65,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2017,2323.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2018,2139.52,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2019,2076.47,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2020,2137.32,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2021,2366.18,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2022,2114.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2023,1957.53,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HR,2024,1913.42,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1979,2892.91,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1980,3290.10,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1981,2906.99,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1982,2978.97,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1983,2818.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1984,2982.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1985,3287.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1986,3087.94,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1987,3194.15,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1988,2932.50,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1989,2682.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1990,2671.41,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1991,3130.60,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1992,2803.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1993,2985.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1994,2645.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1995,2922.39,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1996,3222.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1997,3064.80,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1998,2909.20,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,1999,2833.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2000,2502.95,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2001,2856.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2002,2650.18,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2003,3110.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2004,2892.42,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2005,3042.39,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2006,2825.80,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2007,2572.60,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2008,2553.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2009,2618.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2010,2950.73,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2011,2815.26,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2012,2768.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2013,2688.69,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2014,2277.68,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2015,2598.04,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2016,2707.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2017,2742.93,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2018,2468.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2019,2381.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2020,2546.99,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2021,2803.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2022,2549.80,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2023,2324.16,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,HU,2024,2289.15,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1979,3327.30,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1980,3098.38,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1981,3031.67,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1982,2981.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1983,2873.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1984,3003.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1985,3244.29,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1986,3395.82,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1987,3102.07,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1988,2977.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1989,2827.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1990,2803.08,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1991,2921.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1992,2881.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1993,2947.93,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1994,2865.33,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1995,2667.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1996,2934.93,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1997,2546.37,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1998,2612.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,1999,2653.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2000,2792.71,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2001,2800.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2002,2699.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2003,2630.34,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2004,2700.72,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2005,2608.30,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2006,2601.42,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2007,2523.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2008,2803.54,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2009,2817.65,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2010,3166.33,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2011,2766.10,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2012,2861.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2013,2835.61,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2014,2629.47,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2015,2912.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2016,2744.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2017,2668.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2018,2754.34,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2019,2706.58,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2020,2744.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2021,2643.76,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2022,2548.89,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2023,2396.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IE,2024,2597.76,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1979,2234.84,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1980,2414.40,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1981,2268.62,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1982,2181.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1983,2208.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1984,2336.56,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1985,2279.54,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1986,2201.45,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1987,2258.24,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1988,2099.59,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1989,2071.21,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1990,2022.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1991,2362.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1992,2003.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1993,2112.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1994,1900.18,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1995,2064.36,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1996,2091.42,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1997,1944.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1998,2032.60,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,1999,2000.40,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2000,1848.20,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2001,1877.19,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2002,1804.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2003,2007.84,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2004,2006.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2005,2162.84,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2006,1949.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2007,1836.76,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2008,1896.16,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2009,1947.26,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2010,2074.34,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2011,1856.24,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2012,1952.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2013,1932.55,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2014,1631.87,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2015,1808.06,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2016,1766.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2017,1879.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2018,1746.84,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2019,1813.91,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2020,1748.95,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2021,1916.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2022,1734.67,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2023,1688.65,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,IT,2024,1613.76,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1979,4514.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1980,4709.39,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1981,4203.29,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1982,4093.17,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1983,3787.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1984,4109.52,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1985,4723.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1986,4346.41,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1987,4841.84,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1988,4127.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1989,3564.61,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1990,3561.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1991,3906.56,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1992,3871.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1993,4183.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1994,4134.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1995,3987.29,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1996,4607.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1997,4139.71,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1998,4072.47,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,1999,3812.06,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2000,3566.72,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2001,4011.72,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2002,3834.50,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2003,4085.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2004,4071.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2005,4020.15,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2006,3892.89,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2007,3739.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2008,3555.94,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2009,3949.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2010,4415.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2011,3767.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2012,4081.27,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2013,3873.17,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2014,3729.28,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2015,3523.32,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2016,3829.94,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2017,3761.50,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2018,3687.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2019,3391.36,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2020,3304.68,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2021,4016.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2022,3772.72,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,LT,2023,3461.92,,
